ID,he_id,he
260,260,-0.182887169
261,261,-0.014759396
262,262,-0.030838707
263,263,-0.078531087
264,264,-0.054059498
265,265,-0.104492476
266,266,-0.162445462
267,267,-0.186422758
268,268,-0.089984265
269,269,-0.017792719
270,270,-0.085037485
271,271,-0.018629392
272,272,-0.178226438
273,273,-0.045677839
274,274,-0.139715295
275,275,-0.05578531
276,276,-0.086413439
277,277,-0.022649318
278,278,-0.119179563
279,279,-0.14026384
280,280,-0.071241378
281,281,-0.166071073
282,282,-0.136665252
283,283,-0.119065122
284,284,-0.084172433
285,285,-0.108995733
286,286,-0.172657164
287,287,-0.1855516
288,288,-0.135035359
289,289,-0.096373706
290,290,-0.011185535
291,291,-0.033925511
292,292,-0.129101785
293,293,-0.059595764
294,294,-0.178394206
295,295,-0.03879974
296,296,-0.01368415
297,297,-0.044666763
298,298,-0.166064216
299,299,-0.161056368
300,300,-0.118274037
301,301,-0.138517978
302,302,-0.17801425
303,303,-0.090336743
304,304,-0.101247131
305,305,-0.136397808
306,306,-0.084087988
307,307,-0.110512761
308,308,-0.033767901
309,309,-0.012635556
310,310,-0.13069055
311,311,-0.133034297
312,312,-0.013189691
313,313,-0.088473005
314,314,-0.185433014
315,315,-0.08656934
316,316,-0.158871328
317,317,-0.178873741
318,318,-0.054719062
319,319,-0.063534637
320,320,-0.179425336
321,321,-0.174369091
322,322,-0.035561326
323,323,-0.054632332
324,324,-0.114539942
325,325,-0.108891242
326,326,-0.154744964
327,327,-0.145282045
328,328,-0.056024097
329,329,-0.144749899
330,330,-0.153066767
331,331,-0.066949178
332,332,-0.130807744
333,333,-0.069459354
334,334,-0.089514266
335,335,-0.083508291
336,336,-0.155664494
337,337,-0.034406316
338,338,-0.128999077
339,339,-0.094543093
340,340,-0.124390456
341,341,-0.059451301
342,342,-0.085606046
343,343,-0.017030712
344,344,-0.155571696
345,345,-0.102699307
346,346,-0.15177301
347,347,-0.178765145
348,348,-0.045697455
349,349,-0.161840768
350,350,-0.170166577
351,351,-0.038997541
352,352,-0.034140528
353,353,-0.083551037
354,354,-0.021048459
355,355,-0.12750821
356,356,-0.08315025
357,357,-0.10577432
358,358,-0.174796179
359,359,-0.188263241
360,360,-0.175235969
361,361,-0.137293395
362,362,-0.141665959
363,363,-0.048160748
364,364,-0.094782074
365,365,-0.096628198
366,366,-0.1850943
367,367,-0.033856335
368,368,-0.084475587
369,369,-0.170195434
370,370,-0.048845512
371,371,-0.109110296
372,372,-0.183801754
373,373,-0.134834003
374,374,-0.177244402
375,375,-0.18487134
376,376,-0.057262388
377,377,-0.056228404
378,378,-0.118378588
379,379,-0.153476788
380,380,-0.192290919
381,381,-0.129810043
382,382,-0.111145038
383,383,-0.09186028
384,384,-0.019129079
385,385,-0.01869872
386,386,-0.02105644
387,387,-0.092248329
388,388,-0.039350608
389,389,-0.115893161
390,390,-0.159401341
391,391,-0.062914736
392,392,-0.193038876
393,393,-0.01752414
394,394,-0.090666735
395,395,-0.040649219
396,396,-0.091708825
397,397,-0.181814503
398,398,-0.011737579
399,399,-0.116116302
400,400,-0.043729014
401,401,-0.096898818
402,402,-0.122027875
403,403,-0.020445509
404,404,-0.043971481
405,405,-0.134844684
406,406,-0.067682256
407,407,-0.037704222
408,408,-0.095871292
409,409,-0.117008748
410,410,-0.063883274
411,411,-0.053138058
412,412,-0.01326675
413,413,-0.048502773
414,414,-0.071074752
415,415,-0.01859195
416,416,-0.148375409
417,417,-0.104586063
418,418,-0.112288033
419,419,-0.023487643
420,420,-0.127153139
421,421,-0.187974698
422,422,-0.168002954
423,423,-0.068091002
424,424,-0.18338583
425,425,-0.048599817
426,426,-0.100891877
427,427,-0.150300135
428,428,-0.057649951
429,429,-0.042897215
430,430,-0.036145642
431,431,-0.182174482
432,432,-0.145347144
433,433,-0.050216329
434,434,-0.04378383
435,435,-0.038268614
436,436,-0.050294182
437,437,-0.076348287
438,438,-0.146786271
439,439,-0.184998511
440,440,-0.068202238
441,441,-0.045375143
442,442,-0.150915079
443,443,-0.100406569
444,444,-0.094573672
445,445,-0.134265885
446,446,-0.098513762
447,447,-0.078666804
448,448,-0.057234519
449,449,-0.066373052
450,450,-0.073388669
451,451,-0.131450333
452,452,-0.162823706
453,453,-0.04209523
454,454,-0.1795701
455,455,-0.031416415
456,456,-0.164640739
457,457,-0.037750972
458,458,-0.130623813
459,459,-0.153934341
460,460,-0.1005631
461,461,-0.102300182
462,462,-0.183365611
463,463,-0.112376511
464,464,-0.016194543
465,465,-0.098515555
466,466,-0.060912336
467,467,-0.068715462
468,468,-0.017764788
469,469,-0.126296811
470,470,-0.066529255
471,471,-0.197796973
472,472,-0.090822618
473,473,-0.057076341
474,474,-0.044471996
475,475,-0.044541379
476,476,-0.071237545
477,477,-0.079619714
478,478,-0.078114474
479,479,-0.113889732
480,480,-0.084062625
481,481,-0.031856308
482,482,-0.141808256
483,483,-0.152236338
484,484,-0.089091232
485,485,-0.171517848
486,486,-0.074023597
487,487,-0.163770517
488,488,-0.148083316
489,489,-0.119714663
490,490,-0.037585576
491,491,-0.149550945
492,492,-0.198079037
493,493,-0.19646951
494,494,-0.097712453
495,495,-0.19176192
496,496,-0.087999576
497,497,-0.052701124
498,498,-0.081627442
499,499,-0.091499412
500,500,-0.042641715
501,501,-0.167589097
502,502,-0.187607235
503,503,-0.183222011
504,504,-0.053787882
505,505,-0.184270747
506,506,-0.128693208
507,507,-0.142365103
508,508,-0.021783814
509,509,-0.07652803
510,510,-0.154094809
511,511,-0.07480711
512,512,-0.084135267
513,513,-0.101027039
514,514,-0.165518959
515,515,-0.180769712
516,516,-0.104179887
517,517,-0.16439048
518,518,-0.086577039
519,519,-0.039748365
520,520,-0.182785141
521,521,-0.191634172
522,522,-0.175960811
523,523,-0.187080779
524,524,-0.181806759
525,525,-0.020645521
526,526,-0.07979094
527,527,-0.09068488
528,528,-0.056993667
529,529,-0.183061931
530,530,-0.014120996
531,531,-0.068432421
532,532,-0.012780619
533,533,-0.06164742
534,534,-0.128313344
535,535,-0.033515993
536,536,-0.052282616
537,537,-0.18156474
538,538,-0.014511935
539,539,-0.184392423
540,540,-0.053364596
541,541,-0.066615981
542,542,-0.16551951
543,543,-0.180810783
544,544,-0.197939597
545,545,-0.023546518
546,546,-0.017578879
547,547,-0.109475001
548,548,-0.199254086
549,549,-0.158694083
550,550,-0.072612245
551,551,-0.188752867
552,552,-0.151876571
553,553,-0.132067765
554,554,-0.139738039
555,555,-0.063523634
556,556,-0.093745241
557,557,-0.048066298
558,558,-0.064682237
559,559,-0.104773069
560,560,-0.168871142
561,561,-0.061159379
562,562,-0.125711486
563,563,-0.066820979
564,564,-0.054953979
565,565,-0.052076177
566,566,-0.036723343
567,567,-0.040132421
568,568,-0.087186453
569,569,-0.10317059
570,570,-0.161691281
571,571,-0.129348754
572,572,-0.125727067
573,573,-0.044126402
574,574,-0.078095595
575,575,-0.018601958
576,576,-0.068042547
577,577,-0.139737811
578,578,-0.120734445
579,579,-0.03689756
580,580,-0.022603383
581,581,-0.091843827
582,582,-0.135110796
583,583,-0.042261237
584,584,-0.094888941
585,585,-0.179864663
586,586,-0.058881941
587,587,-0.049812539
588,588,-0.035701204
589,589,-0.094338022
590,590,-0.115675035
591,591,-0.021310151
592,592,-0.034759631
593,593,-0.141634686
594,594,-0.032728428
595,595,-0.161060123
596,596,-0.136161177
597,597,-0.02072423
598,598,-0.168500702
599,599,-0.176166419
600,600,-0.149246005
601,601,-0.026056805
602,602,-0.170391246
603,603,-0.103151286
604,604,-0.05831653
605,605,-0.054904692
606,606,-0.050282846
607,607,-0.019662768
608,608,-0.054109563
609,609,-0.06066569
610,610,-0.016070487
611,611,-0.156504789
612,612,-0.021919416
613,613,-0.123978181
614,614,-0.096365391
615,615,-0.097831507
616,616,-0.120697879
617,617,-0.138247233
618,618,-0.090660416
619,619,-0.18410842
620,620,-0.124054448
621,621,-0.02919635
622,622,-0.117620999
623,623,-0.041227076
624,624,-0.077024359
625,625,-0.19948924
626,626,-0.018970416
627,627,-0.144068873
628,628,-0.114353782
629,629,-0.064050679
630,630,-0.057177087
631,631,-0.167409827
632,632,-0.064543084
633,633,-0.153923445
634,634,-0.16713707
635,635,-0.180762284
636,636,-0.025777636
637,637,-0.172521868
638,638,-0.190752519
639,639,-0.091230983
640,640,-0.14383136
641,641,-0.160272667
642,642,-0.104191711
643,643,-0.153818781
644,644,-0.123698111
645,645,-0.059550659
646,646,-0.010649668
647,647,-0.022152412
648,648,-0.052563881
649,649,-0.190830759
650,650,-0.173151193
651,651,-0.177209369
652,652,-0.088902363
653,653,-0.0857063
654,654,-0.076573472
655,655,-0.054153406
656,656,-0.165289968
657,657,-0.132336771
658,658,-0.062797064
659,659,-0.194074688
660,660,-0.156709532
661,661,-0.161005109
662,662,-0.136031003
663,663,-0.177916259
664,664,-0.095592607
665,665,-0.080396233
666,666,-0.10029492
667,667,-0.162883679
668,668,-0.175136723
669,669,-0.048915775
670,670,-0.065340713
671,671,-0.151440959
672,672,-0.065939921
673,673,-0.030941396
674,674,-0.067085757
675,675,-0.157930844
676,676,-0.028178055
677,677,-0.056998127
678,678,-0.164567616
679,679,-0.017124126
680,680,-0.125726133
681,681,-0.051961871
682,682,-0.158404902
683,683,-0.087807585
684,684,-0.142564686
685,685,-0.138980179
686,686,-0.174362524
687,687,-0.175809991
688,688,-0.138821863
689,689,-0.0163015
690,690,-0.148903676
691,691,-0.084168529
692,692,-0.079336639
693,693,-0.105115033
694,694,-0.137001833
695,695,-0.162911337
696,696,-0.024369296
697,697,-0.02137641
698,698,-0.183869691
699,699,-0.060360899
700,700,-0.144302887
701,701,-0.1886901
702,702,-0.144329601
703,703,-0.102956065
704,704,-0.179773303
705,705,-0.189280221
706,706,-0.038458219
707,707,-0.052794115
708,708,-0.111870978
709,709,-0.038970539
710,710,-0.087224143
711,711,-0.113278906
712,712,-0.04775613
713,713,-0.121874948
714,714,-0.028235037
715,715,-0.170504771
716,716,-0.050123994
717,717,-0.04641202
718,718,-0.086295313
719,719,-0.177529721
720,720,-0.053169241
721,721,-0.072659504
722,722,-0.06753097
723,723,-0.199444509
724,724,-0.014724362
725,725,-0.115534385
726,726,-0.093299916
727,727,-0.072771152
728,728,-0.144616539
729,729,-0.137406097
730,730,-0.123311685
731,731,-0.033427947
732,732,-0.174003189
733,733,-0.069763413
734,734,-0.146773817
735,735,-0.130251372
736,736,-0.080608231
737,737,-0.109714509
738,738,-0.098298388
739,739,-0.188337982
740,740,-0.130176006
741,741,-0.192638109
742,742,-0.046099869
743,743,-0.036981318
744,744,-0.025537032
745,745,-0.011076881
746,746,-0.148967557
747,747,-0.097633396
748,748,-0.109511491
749,749,-0.084331362
750,750,-0.143013735
751,751,-0.149090186
752,752,-0.099996594
753,753,-0.159785315
754,754,-0.184498107
755,755,-0.093141969
756,756,-0.094806353
757,757,-0.052581384
758,758,-0.198204897
759,759,-0.100201631
760,760,-0.063328846
761,761,-0.033250541
762,762,-0.048409627
763,763,-0.174133523
764,764,-0.065658582
765,765,-0.110207946
766,766,-0.041063198
767,767,-0.099030002
768,768,-0.155076056
769,769,-0.161453405
770,770,-0.080815868
771,771,-0.178219238
772,772,-0.046123181
773,773,-0.028793565
774,774,-0.194094756
775,775,-0.134114115
776,776,-0.150786273
777,777,-0.074972652
778,778,-0.151898407
779,779,-0.117064978
780,780,-0.116455387
781,781,-0.185276463
782,782,-0.126886378
783,783,-0.057919958
784,784,-0.134143377
785,785,-0.126774329
786,786,-0.118475782
787,787,-0.109845366
788,788,-0.015763869
789,789,-0.165210222
790,790,-0.151612827
791,791,-0.022167234
792,792,-0.02308779
793,793,-0.094036403
794,794,-0.05344972
795,795,-0.134970558
796,796,-0.161068707
797,797,-0.051541657
798,798,-0.105530956
799,799,-0.099037968
800,800,-0.174035966
801,801,-0.0173089
802,802,-0.1343421
803,803,-0.17403939
804,804,-0.1892518
805,805,-0.071147148
806,806,-0.012017828
807,807,-0.133084808
808,808,-0.172689437
809,809,-0.058785778
810,810,-0.098467567
811,811,-0.137273466
812,812,-0.126896187
813,813,-0.114131127
814,814,-0.079387039
815,815,-0.119999424
816,816,-0.044082308
817,817,-0.077457716
818,818,-0.140200485
819,819,-0.128614551
820,820,-0.032049332
821,821,-0.088008746
822,822,-0.149588869
823,823,-0.086883738
824,824,-0.135814718
825,825,-0.128720159
826,826,-0.171610577
827,827,-0.194464646
828,828,-0.135686456
829,829,-0.150387656
830,830,-0.124854787
831,831,-0.146553878
832,832,-0.112425814
833,833,-0.094938776
834,834,-0.019594702
835,835,-0.091702035
836,836,-0.043386663
837,837,-0.179858628
838,838,-0.07717816
839,839,-0.120021069
840,840,-0.153128636
841,841,-0.081743205
842,842,-0.045341663
843,843,-0.183438857
844,844,-0.096235906
845,845,-0.091154801
846,846,-0.118149707
847,847,-0.083891906
848,848,-0.102350509
849,849,-0.014605352
850,850,-0.1866126
851,851,-0.134468901
852,852,-0.101465635
853,853,-0.126880615
854,854,-0.018309703
855,855,-0.173873706
856,856,-0.154941657
857,857,-0.04993572
858,858,-0.100875455
859,859,-0.172557721
860,860,-0.013736494
861,861,-0.125072288
862,862,-0.123339157
863,863,-0.150280731
864,864,-0.195644983
865,865,-0.182323286
866,866,-0.069161615
867,867,-0.026644075
868,868,-0.130214558
869,869,-0.064377607
870,870,-0.102679234
871,871,-0.051818693
872,872,-0.071107059
873,873,-0.100839973
874,874,-0.11536787
875,875,-0.173767868
876,876,-0.087354996
877,877,-0.153792022
878,878,-0.038340362
879,879,-0.122405821
880,880,-0.078121778
881,881,-0.088517191
882,882,-0.026714863
883,883,-0.128695701
884,884,-0.098817256
885,885,-0.193796118
886,886,-0.095596351
887,887,-0.010199814
888,888,-0.033625936
889,889,-0.167356281
890,890,-0.038970184
891,891,-0.189856059
892,892,-0.153992446
893,893,-0.172904387
894,894,-0.142833235
895,895,-0.095860185
896,896,-0.120105678
897,897,-0.010653204
898,898,-0.026045982
899,899,-0.119461976
900,900,-0.157269445
901,901,-0.131820989
902,902,-0.126305023
903,903,-0.12391044
904,904,-0.10041411
905,905,-0.086474833
906,906,-0.135441284
907,907,-0.08543328
908,908,-0.141401292
909,909,-0.079247608
910,910,-0.125192053
911,911,-0.070372843
912,912,-0.187599024
913,913,-0.048411874
914,914,-0.163742735
915,915,-0.087412717
916,916,-0.151029631
917,917,-0.101605107
918,918,-0.194240473
919,919,-0.088901559
920,920,-0.185682307
921,921,-0.188949153
922,922,-0.116799371
923,923,-0.177861291
924,924,-0.053752329
925,925,-0.148569303
926,926,-0.05078522
927,927,-0.12636086
928,928,-0.163447033
929,929,-0.039316116
930,930,-0.177868723
931,931,-0.119111716
932,932,-0.108787019
933,933,-0.117880067
934,934,-0.060191219
935,935,-0.078196689
936,936,-0.146305617
937,937,-0.022288448
938,938,-0.083864341
939,939,-0.0127318
940,940,-0.195162482
941,941,-0.123213599
942,942,-0.168770139
943,943,-0.09128309
944,944,-0.136937331
945,945,-0.179549942
946,946,-0.055937422
947,947,-0.114302357
948,948,-0.077283253
949,949,-0.046644888
950,950,-0.140296994
951,951,-0.191327703
952,952,-0.112862111
953,953,-0.184312787
954,954,-0.033196498
955,955,-0.178521893
956,956,-0.138061607
957,957,-0.14523582
958,958,-0.085622633
959,959,-0.021842067
960,960,-0.077157398
961,961,-0.13041319
962,962,-0.089524429
963,963,-0.188739217
964,964,-0.114008553
965,965,-0.148426018
966,966,-0.071107289
967,967,-0.122825857
968,968,-0.079545365
969,969,-0.166760137
970,970,-0.04145227
971,971,-0.185466584
972,972,-0.080927956
973,973,-0.085056837
974,974,-0.0332743
975,975,-0.175114808
976,976,-0.012342798
977,977,-0.171659061
978,978,-0.056754151
979,979,-0.046322056
980,980,-0.177931532
981,981,-0.014611331
982,982,-0.088314608
983,983,-0.023593964
984,984,-0.177280657
985,985,-0.067908685
986,986,-0.098796335
987,987,-0.012624059
988,988,-0.0829579
989,989,-0.195011706
990,990,-0.193992443
991,991,-0.183803102
992,992,-0.071293687
993,993,-0.140962308
994,994,-0.173448711
995,995,-0.094548344
996,996,-0.079371643
997,997,-0.101718815
998,998,-0.048738937
999,999,-0.055013339
1000,1000,-0.045603674
1001,1001,-0.021096887
1002,1002,-0.157567306
1003,1003,-0.165580032
1004,1004,-0.156989942
1005,1005,-0.176887849
1006,1006,-0.090383672
1007,1007,-0.070246517
1008,1008,-0.065584424
1009,1009,-0.046821569
1010,1010,-0.141049914
1011,1011,-0.033381636
1012,1012,-0.010123235
1013,1013,-0.192073817
1014,1014,-0.045211986
1015,1015,-0.158388734
1016,1016,-0.12067171
1017,1017,-0.173911316
1018,1018,-0.069192624
1019,1019,-0.073572599
1020,1020,-0.093325495
1021,1021,-0.022697637
1022,1022,-0.11724292
1023,1023,-0.027540417
1024,1024,-0.079263143
1025,1025,-0.077185843
1026,1026,-0.165052207
1027,1027,-0.143048082
1028,1028,-0.141959717
1029,1029,-0.163932287
1030,1030,-0.174089628
1031,1031,-0.040098535
1032,1032,-0.133709685
1033,1033,-0.102117719
1034,1034,-0.06160494
1035,1035,-0.095946893
1036,1036,-0.109922919
1037,1037,-0.016835699
1038,1038,-0.183504044
1039,1039,-0.17233504
1040,1040,-0.019235249
1041,1041,-0.121740166
1042,1042,-0.110049478
1043,1043,-0.16237082
1044,1044,-0.196423576
1045,1045,-0.07497248
1046,1046,-0.121821059
1047,1047,-0.058826551
1048,1048,-0.120375818
1049,1049,-0.155545522
1050,1050,-0.103216087
1051,1051,-0.127135419
1052,1052,-0.071497204
1053,1053,-0.155431646
1054,1054,-0.129040036
1055,1055,-0.178480481
1056,1056,-0.118737634
1057,1057,-0.167345341
1058,1058,-0.106368739
1059,1059,-0.065434119
1060,1060,-0.189700323
1061,1061,-0.079430179
1062,1062,-0.145947095
1063,1063,-0.094062925
1064,1064,-0.144968972
1065,1065,-0.070497333
1066,1066,-0.121586236
1067,1067,-0.147141562
1068,1068,-0.111038981
1069,1069,-0.111917948
1070,1070,-0.173259256
1071,1071,-0.148157524
1072,1072,-0.090596864
1073,1073,-0.16145064
1074,1074,-0.113141161
1075,1075,-0.092652513
1076,1076,-0.010745792
1077,1077,-0.058782787
1078,1078,-0.035965618
1079,1079,-0.076520428
1080,1080,-0.197218229
1081,1081,-0.120521023
1082,1082,-0.034966639
1083,1083,-0.157101697
1084,1084,-0.050944639
1085,1085,-0.142899505
1086,1086,-0.183461906
1087,1087,-0.057383941
1088,1088,-0.036792001
1089,1089,-0.158364924
1090,1090,-0.033620855
1091,1091,-0.084049012
1092,1092,-0.065439359
1093,1093,-0.153391549
1094,1094,-0.160805221
1095,1095,-0.040977638
1096,1096,-0.085259536
1097,1097,-0.073534961
1098,1098,-0.188727686
1099,1099,-0.186702587
1100,1100,-0.178900254
1101,1101,-0.10264208
1102,1102,-0.175503263
1103,1103,-0.039335956
1104,1104,-0.110820003
1105,1105,-0.121173215
1106,1106,-0.047934104
1107,1107,-0.055033086
1108,1108,-0.031914456
1109,1109,-0.020041953
1110,1110,-0.155289294
1111,1111,-0.196885489
1112,1112,-0.071610101
1113,1113,-0.130828802
1114,1114,-0.100466461
1115,1115,-0.16851787
1116,1116,-0.011887488
1117,1117,-0.11719274
1118,1118,-0.044298159
1119,1119,-0.080584715
1120,1120,-0.061712374
1121,1121,-0.034577597
1122,1122,-0.103656248
1123,1123,-0.051808796
1124,1124,-0.165994103
1125,1125,-0.059460606
1126,1126,-0.168581685
1127,1127,-0.072084131
1128,1128,-0.195638171
1129,1129,-0.190453772
1130,1130,-0.123839441
1131,1131,-0.040789043
1132,1132,-0.100898639
1133,1133,-0.100124456
1134,1134,-0.100799089
1135,1135,-0.095582558
1136,1136,-0.134885041
1137,1137,-0.117939974
1138,1138,-0.093233276
1139,1139,-0.072242694
1140,1140,-0.079866395
1141,1141,-0.166591577
1142,1142,-0.136655404
1143,1143,-0.1359806
1144,1144,-0.018379227
1145,1145,-0.053287755
1146,1146,-0.188376393
1147,1147,-0.065123746
1148,1148,-0.110086368
1149,1149,-0.14390312
1150,1150,-0.047893748
1151,1151,-0.126475951
1152,1152,-0.028616401
1153,1153,-0.134779996
1154,1154,-0.021215258
1155,1155,-0.183252124
1156,1156,-0.136335437
1157,1157,-0.157729201
1158,1158,-0.023572914
1159,1159,-0.163025697
1160,1160,-0.042682432
1161,1161,-0.059032078
1162,1162,-0.149418417
1163,1163,-0.161417159
1164,1164,-0.179287111
1165,1165,-0.164766541
1166,1166,-0.018217822
1167,1167,-0.097916528
1168,1168,-0.049973513
1169,1169,-0.110480838
1170,1170,-0.079123787
1171,1171,-0.044908931
1172,1172,-0.045673397
1173,1173,-0.12055103
1174,1174,-0.055880118
1175,1175,-0.130735316
1176,1176,-0.06839104
1177,1177,-0.129562843
1178,1178,-0.024849022
1179,1179,-0.102292653
1180,1180,-0.04228991
1181,1181,-0.069548289
1182,1182,-0.126808448
1183,1183,-0.038576886
1184,1184,-0.154913268
1185,1185,-0.160993232
1186,1186,-0.182886292
1187,1187,-0.078158381
1188,1188,-0.104806204
1189,1189,-0.023643858
1190,1190,-0.08329951
1191,1191,-0.044809079
1192,1192,-0.087304487
1193,1193,-0.1902334
1194,1194,-0.154891531
1195,1195,-0.047505893
1196,1196,-0.012263436
1197,1197,-0.159142891
1198,1198,-0.08397133
1199,1199,-0.189459745
1200,1200,-0.061091023
1201,1201,-0.074203333
1202,1202,-0.146818934
1203,1203,-0.112990538
1204,1204,-0.138537464
1205,1205,-0.185974419
1206,1206,-0.178418945
1207,1207,-0.147990012
1208,1208,-0.108747275
1209,1209,-0.060995344
1210,1210,-0.097652274
1211,1211,-0.023317061
1212,1212,-0.196308251
1213,1213,-0.069377689
1214,1214,-0.090305345
1215,1215,-0.118378199
1216,1216,-0.042202107
1217,1217,-0.012740515
1218,1218,-0.192232938
1219,1219,-0.13541409
1220,1220,-0.175328455
1221,1221,-0.169521659
1222,1222,-0.150872473
1223,1223,-0.195190891
1224,1224,-0.062191716
1225,1225,-0.097000594
1226,1226,-0.114459681
1227,1227,-0.082835085
1228,1228,-0.160733317
1229,1229,-0.076010145
